,rs,baldereschi,N,M,E_CCSD_corr,E_CCSD_s_corr,E_CCSD_os_corr,E_CCSDT_corr,E_CCSDT_s_corr,E_CCSDT_os_corr,E_DCSD_corr,E_DCSD_s_corr,E_DCSD_os_corr,E_DCSDT_corr,E_DCSDT_s_corr,E_DCSDT_os_corr,E_CCSDT_ring_corr,E_CCSDT_ring_s_corr,E_CCSDT_ring_os_corr
267,0.5,False,38,186,-1.4355241753713472,-0.4669682660387343,-0.968555909332613,-1.453891901301332,-0.4726635221254546,-0.9812283791758776,-1.4494997907883114,-0.471796489361282,-0.9777033014270292,-1.454091109781117,-0.4727265909402676,-0.9813645188408496,-1.4509863446530495,-0.4717839621537235,-0.979202382499326
268,0.5,False,38,246,-1.5395176005921112,-0.4885864811839548,-1.0509311194081563,-1.5612629228936812,-0.4955280111754274,-1.0657349117182535,-1.554303793538658,-0.4936677498794631,-1.0606360436591946,-1.5614884572440555,-0.4956009575297218,-1.0658874997143335,-1.5580300593511256,-0.4945188617626965,-1.063511197588429
269,0.5,False,38,294,-1.594821940699134,-0.4985915496650985,-1.0962303910340354,-1.61850412854948,-0.5062511182481237,-1.112253010301356,-1.6099818209170365,-0.503786253283623,-1.1061955676334134,-1.618744125254867,-0.506329488600353,-1.1124146366545142,-1.6150953571884017,-0.505171065306,-1.1099242918824015
270,0.5,False,38,342,-1.640097259678205,-0.506102472397333,-1.1339947872808722,-1.6650036924130798,-0.5142479052176122,-1.1507557871954677,-1.6555760475110155,-0.5113971157285875,-1.1441789317824282,-1.6652515697884973,-0.5143295169822505,-1.150922052806247,-1.6615245616093564,-0.5131319069060709,-1.1483926547032854
271,0.5,False,38,358,-1.6504327189860175,-0.5076935936124087,-1.142739125373609,-1.6756600339484868,-0.515958376913683,-1.159701657034804,-1.665976728688758,-0.513008945737524,-1.152967782951234,-1.675909865622179,-0.516040727335858,-1.1598691382863209,-1.6721669015079628,-0.5148356559452922,-1.1573312455626703
272,0.5,False,38,406,-1.6760131204782511,-0.511958985077866,-1.1640541354003853,-1.7018915625386482,-0.5204809882648809,-1.1814105742737673,-1.6917306922737416,-0.5173298359361237,-1.174400856337618,-1.7021453545530014,-0.5205649107080331,-1.1815804438449684,-1.698378077972676,-0.5193456555776035,-1.1790324223950726
273,0.5,False,38,502,-1.7134092974498358,-0.5174038443058858,-1.19600545314395,-1.740372256035713,-0.5263383166693829,-1.2140339393663304,-1.729345991137244,-0.5228451535212852,-1.2065008376159587,-1.7406319462488788,-0.5264244927545723,-1.2142074534943066,-1.736840930337438,-0.525189872396706,-1.211651057940732
274,0.5,False,38,514,-1.7158906393133924,-0.5176271006858292,-1.1982635386275633,-1.7429150221307737,-0.5265863949983136,-1.21632862713246,-1.7318405807599009,-0.5230727486375502,-1.2087678321223507,-1.7431750020152197,-0.5266726921889335,-1.216502309826286,-1.7393848946840502,-0.5254377627988346,-1.2139471318852155
275,0.5,False,38,610,-1.733294028008492,-0.5194590627848613,-1.2138349652236304,-1.7607388689024788,-0.5285875695121632,-1.2321512993903154,-1.7493366073096597,-0.5249357756259665,-1.224400831683693,-1.7610007818439533,-0.5286746690312871,-1.232326112812666,-1.757224425158157,-0.5274403574355319,-1.2297840677226253
276,0.5,False,38,682,-1.744087373219849,-0.5206234806619012,-1.2234638925579475,-1.7717999880102098,-0.5298589954226017,-1.2419409925876082,-1.760184634745101,-0.5261187133246829,-1.2340659214204177,-1.7720630737327157,-0.5299465742658839,-1.2421164994668317,-1.7682983430193675,-0.528713945931339,-1.2395843970880287
277,0.5,False,38,730,-1.7501380290068995,-0.5212947670020718,-1.2288432620048275,-1.777993051470386,-0.5305885631540014,-1.2474044883163848,-1.7662667429145724,-0.5268008228101305,-1.239465920104442,-1.7782567406954102,-0.5306763939635227,-1.2475803467318876,-1.774501983355775,-0.5294458134934896,-1.2450561698622853
278,0.5,False,38,778,-1.755089930104745,-0.5217920009755604,-1.2332979291291843,,,,-1.7712426767141929,-0.527306449334969,-1.2439362273792236,,,,-1.7795733405931635,-0.529990732332546,-1.2495826082606176
279,0.5,False,38,874,-1.7634044697654383,-0.522581638435161,-1.2408228313302774,,,,-1.7795964455615396,-0.528109991619774,-1.2514864539417656,,,,-1.7880923618243043,-0.5308614520624074,-1.257230909761897
280,0.5,False,38,922,-1.7668710530090324,-0.5228993521443188,-1.2439717008647135,,,,-1.7830789823013495,-0.5284334419186387,-1.2546455403827108,,,,-1.791646598591105,-0.5312139208233388,-1.260432677767766
281,0.5,False,38,970,-1.7693526053976147,-0.5231100018904185,-1.2462426035071963,,,,-1.7855715191050634,-0.5286481521852342,-1.2569233669198292,,,,-1.7941868474463711,-0.5314481327721784,-1.2627387146741929
282,0.5,False,38,1030,-1.7718910340427665,-0.5233156970779846,-1.2485753369647818,,,,-1.788121368153226,-0.528858054459979,-1.259263313693247,,,,-1.7967859646071909,-0.531678645154833,-1.265107319452358
283,0.5,False,38,1174,-1.7774468281123477,-0.5237510623163655,-1.2536957657959822,,,,-1.7937014057142608,-0.5293024792041651,-1.2643989265100957,,,,-1.8024688256235464,-0.5321658668458517,-1.2703029587776948
284,0.5,False,38,1238,-1.7796094525667274,-0.5239044523501819,-1.2557050002165455,,,,-1.795873253783847,-0.5294593495081152,-1.266413904275732,,,,-1.804681457080872,-0.5323397455385511,-1.2723417115423208
285,0.5,False,38,1382,-1.783403492696805,-0.524177154987797,-1.259226337709008,,,,-1.7996832782095329,-0.5297382040697165,-1.2699450741398164,,,,-1.8085597862415608,-0.5326473294509678,-1.2759124567905935
286,0.5,False,38,1478,-1.7857177675234903,-0.5243337972077915,-1.261383970315699,,,,-1.802007147920708,-0.5298985608694264,-1.272108587051281,,,,,,
287,0.5,False,38,1502,-1.786145017335802,-0.5243620242647241,-1.261782993071078,,,,-1.8024362025438112,-0.5299274880003929,-1.2725087145434182,,,,,,
288,0.5,False,38,1598,-1.7877241718667278,-0.5244631474681742,-1.2632610243985536,,,,-1.8040218014673115,-0.5300311638482361,-1.2739906376190753,,,,,,
289,0.5,False,38,1694,-1.7891699453866998,-0.5245526794887708,-1.2646172658979289,,,,-1.8054734381911848,-0.530123021639343,-1.2753504165518417,,,,,,
290,0.5,False,38,1790,-1.7905188003172268,-0.5246353927061072,-1.2658834076111196,,,,-1.806827735300272,-0.5302079003740656,-1.2766198349262063,,,,,,
291,0.5,False,38,1850,-1.7912630064351758,-0.5246790508181056,-1.2665839556170702,,,,-1.807574934532616,-0.5302527588417202,-1.277322175690896,,,,,,
292,0.5,False,38,1898,-1.7917709722048247,-0.5247050533349128,-1.2670659188699118,,,,-1.8080849481859709,-0.5302795824641876,-1.277805365721783,,,,,,
293,0.5,False,38,2042,-1.7932676934043847,-0.5247870124669084,-1.2684806809374762,,,,-1.80958758686828,-0.5303639427971779,-1.2792236440711018,,,,,,
294,0.5,False,38,2090,-1.793677387639713,-0.5248079139403026,-1.2688694736994104,,,,-1.8099988995546736,-0.5303855045858814,-1.2796133949687925,,,,,,
295,0.5,False,38,2282,-1.7951955370050698,-0.524885325977914,-1.2703102110271558,,,,-1.811522984661608,-0.5304653496097256,-1.2810576350518823,,,,,,
296,0.5,False,38,2378,-1.7959103665219702,-0.5249222278720161,-1.270988138649954,,,,-1.812240610123632,-0.5305033976566663,-1.281737212466966,,,,,,
297,0.5,False,38,2426,-1.7962357300198892,-0.5249385803822341,-1.271297149637655,,,,-1.8125672337220664,-0.5305202729218856,-1.282046960800181,,,,,,
298,0.5,False,38,2474,-1.7965388262257218,-0.5249529970898343,-1.2715858291358877,,,,-1.8128714892785849,-0.5305351760439885,-1.2823363132345964,,,,,,
299,0.5,False,38,2618,-1.7973887297316782,-0.5249937404046281,-1.27239498932705,,,,-1.8137246768935689,-0.5305772864289152,-1.2831473904646535,,,,,,
300,0.5,False,38,2714,-1.7979292862915228,-0.5250190073728987,-1.272910278918624,,,,-1.814267298564832,-0.5306034150200176,-1.2836638835448144,,,,,,
301,0.5,False,38,2730,-1.798001134822039,-0.5250221814559208,-1.2729789533661182,,,,-1.814339419673152,-0.530606703917118,-1.283732715756034,,,,,,
302,0.5,False,38,2838,-1.7984639711521495,-0.5250420982467453,-1.2734218729054043,,,,-1.81480400577562,-0.5306273639933234,-1.2841766417822962,,,,,,
303,0.5,False,38,3006,-1.7991365110548758,-0.5250706465387458,-1.27406586451613,,,,-1.8154791076279253,-0.5306569932264752,-1.2848221144014504,,,,,,
304,0.5,False,38,3102,-1.799500045438334,-0.5250853034045945,-1.2744147420337395,,,,-1.8158440285442288,-0.5306722331106842,-1.2851717954335442,,,,,,
305,0.5,False,38,3150,-1.799669275684606,-0.525092181432034,-1.274577094252572,,,,-1.816013898453526,-0.5306793820147953,-1.2853345164387309,,,,,,
306,0.5,False,38,3294,-1.8001584341808434,-0.5251119068179182,-1.2750465273629252,,,,-1.8165049042738448,-0.5306998920966899,-1.285805012177155,,,,,,
307,0.5,False,38,3486,-1.800780141036974,-0.5251363009817572,-1.275643840055217,,,,-1.8171289416226464,-0.5307252818368604,-1.2864036597857855,,,,,,
308,0.5,False,38,3582,-1.80105531456855,-0.5251471754769432,-1.2759081390916067,,,,-1.8174051386437635,-0.5307365981989485,-1.286668540444815,,,,,,
309,0.5,False,38,3678,-1.8013095521957418,-0.525156691069734,-1.276152861126008,,,,-1.8176603165610712,-0.530746519693492,-1.2869137968675792,,,,,,
310,0.5,False,38,3726,-1.8014293390309375,-0.5251609736420959,-1.2762683653888416,,,,-1.8177805534305431,-0.5307509951018492,-1.287029558328694,,,,,,
311,0.5,False,38,3870,-1.8017793405439848,-0.5251738892473342,-1.2766054512966507,,,,-1.8181318463609115,-0.5307644687693085,-1.2873673775916028,,,,,,
312,0.5,False,38,4014,-1.8020784897693376,-0.5251844979367828,-1.276893991832555,,,,-1.818432107898102,-0.5307755601260699,-1.287656547772032,,,,,,
313,0.5,False,38,4206,-1.802471848049671,-0.5251981103821667,-1.2772737376675043,,,,-1.81882691435454,-0.5307898013204964,-1.2880371130340431,,,,,,
314,0.5,False,38,4218,-1.802489767866528,-0.5251986081042779,-1.27729115976225,,,,-1.8188449020559616,-0.5307903284034787,-1.288054573652483,,,,,,
315,0.5,False,38,4410,-1.802814230404736,-0.5252092222296331,-1.2776050081751027,,,,-1.8191705620812624,-0.5308014648700485,-1.2883690972112138,,,,,,
316,0.5,False,38,4602,-1.803132121588816,-0.5252195402873348,-1.2779125813014809,,,,-1.8194896153266449,-0.530812289937256,-1.2886773253893888,,,,,,
317,0.5,False,38,4650,-1.803205763782792,-0.5252218515567731,-1.2779839122260184,,,,-1.8195635252818327,-0.5308147195037748,-1.2887488057780578,,,,,,
318,0.5,False,38,4746,-1.803348582868692,-0.5252263434549544,-1.2781222394137368,,,,-1.8197068688773288,-0.5308194411090104,-1.2888874277683182,,,,,,
319,0.5,False,38,4938,-1.80362815877494,-0.5252349821276246,-1.2783931766473156,,,,-1.819987464211751,-0.5308285276035255,-1.2891589366082257,,,,,,
320,0.5,False,38,5034,-1.8037629703580271,-0.5252392911979221,-1.2785236791601051,,,,-1.8201227662875548,-0.5308330529512714,-1.2892897133362833,,,,,,
321,0.5,False,38,5106,-1.803849378847065,-0.5252417772014881,-1.278607601645577,,,,-1.8202094886788167,-0.5308356778541824,-1.2893738108246346,,,,,,
322,0.5,False,38,5202,-1.8039597430742973,-0.5252449188749603,-1.2787148241993371,,,,-1.8203202567616763,-0.5308389970366454,-1.2894812597250311,,,,,,
323,0.5,False,38,5442,-1.80423336153432,-0.5252528773662574,-1.2789804841680623,,,,-1.820594865020857,-0.5308473940346666,-1.2897474709861902,,,,,,
324,0.5,False,38,5554,-1.804356091338098,-0.5252564058685365,-1.2790996854695615,,,,-1.8207180400026008,-0.530851118672699,-1.289866921329902,,,,,,
325,0.5,False,38,5602,-1.804407180905769,-0.525257886539263,-1.2791492943665062,,,,-1.8207693149007964,-0.5308526817414921,-1.2899166331593042,,,,,,
326,0.5,False,38,5794,-1.8046013069152032,-0.5252633822185615,-1.2793379246966416,,,,-1.820964136878349,-0.5308584877157013,-1.2901056491626477,,,,,,
327,0.5,False,38,5890,-1.804695406009796,-0.5252660307512873,-1.2794293752585089,,,,-1.8210585744295853,-0.5308612871845887,-1.290197287244997,,,,,,
328,0.5,False,38,5938,-1.8047370337278497,-0.525267120113255,-1.2794699136145948,,,,-1.821100353473601,-0.5308624435953841,-1.2902379098782168,,,,,,
329,0.5,False,38,6142,-1.8049096212691669,-0.525271721892764,-1.2796378993764028,,,,-1.821273559574789,-0.5308673221299138,-1.2904062374448753,,,,,,
330,0.5,False,38,6238,-1.8049841217790368,-0.5252735822824144,-1.2797105394966222,,,,-1.8213483286619767,-0.530869302489697,-1.2904790261722805,,,,,,
331,0.5,False,38,6382,-1.8050979803913485,-0.5252765517896426,-1.2798214286017058,,,,-1.8214625971362164,-0.5308724549387357,-1.2905901421974808,,,,,,
332,0.5,False,38,6478,-1.8051725940498544,-0.5252784979291081,-1.2798940961207466,,,,-1.821537474858386,-0.5308745201658089,-1.2906629546925772,,,,,,
333,0.5,False,38,6574,-1.805238399164581,-0.5252800808567597,-1.2799583183078214,,,,-1.8216035198664788,-0.5308762096851243,-1.2907273101813546,,,,,,
334,0.5,False,38,6814,-1.805406869617746,-0.525284229935238,-1.280122639682508,,,,-1.821772595189231,-0.5308806284786332,-1.2908919667105978,,,,,,
335,0.5,False,38,6862,-1.80543790964452,-0.5252850229543283,-1.2801528866901914,,,,-1.8218037451388989,-0.5308814711703462,-1.2909222739685526,,,,,,
336,0.5,False,38,7150,-1.8056165813680285,-0.5252893309121968,-1.2803272504558318,,,,-1.8219830526254404,-0.530886066439367,-1.2910969861860733,,,,,,
337,0.5,False,38,7390,-1.8057651892559985,-0.5252928918833154,-1.280472297372683,,,,-1.822132190748067,-0.5308898654431917,-1.2912423253048753,,,,,,
338,0.5,False,38,7486,-1.805823518653736,-0.5252942575149785,-1.2805292611387575,,,,-1.8221907286187924,-0.5308913243979533,-1.2912994042208392,,,,,,
339,0.5,False,38,7582,-1.805876312555076,-0.5252954975522217,-1.2805808150028544,,,,-1.8222437091606287,-0.5308926493222388,-1.2913510598383904,,,,,,
340,0.5,False,38,7774,-1.8059796999936983,-0.5252978860771177,-1.2806818139165808,,,,-1.822347462067737,-0.530895203582481,-1.291452258485256,,,,,,
341,0.5,False,38,7822,-1.8060029648236933,-0.5252984021362889,-1.2807045626874043,,,,-1.8223708096478155,-0.5308957572842176,-1.2914750523635976,,,,,,
342,0.5,False,38,7918,-1.806047128642292,-0.5252993734303675,-1.2807477552119244,,,,-1.822415129904836,-0.5308967993251812,-1.2915183305796547,,,,,,
343,0.5,False,38,8134,-1.806146265310197,-0.5253015641767617,-1.2808447011334352,,,,-1.82251461644848,-0.5308991492296462,-1.2916154672188334,,,,,,
344,0.5,False,38,8278,-1.806209666355892,-0.5253029186104191,-1.2809067477454723,,,,-1.8225782413800973,-0.5309006051621684,-1.2916776362179294,,,,,,
345,0.5,False,38,8338,-1.8062341042608576,-0.5253034107328387,-1.280930693528019,,,,-1.822602767001981,-0.5309011367372416,-1.2917016302647402,,,,,,
346,0.5,False,38,8674,-1.8063751669635444,-0.5253064212349624,-1.281068745728582,,,,-1.8227443281216964,-0.5309043735655086,-1.2918399545561878,,,,,,
347,0.5,False,38,8770,-1.806414255843004,-0.5253072239352752,-1.2811070319077282,,,,-1.82278355623876,-0.5309052390775874,-1.2918783171611723,,,,,,
348,0.5,False,38,8914,-1.8064691459899256,-0.5253083532776993,-1.2811607927122266,,,,-1.8228386406232275,-0.5309064568034253,-1.291932183819802,,,,,,
349,0.5,False,38,9106,-1.8065406597787297,-0.5253098025395873,-1.2812308572391424,,,,-1.8229104073386715,-0.5309080211186844,-1.292002386219987,,,,,,
350,0.5,False,38,9250,-1.8065921626049533,-0.5253108350752222,-1.281281327529731,,,,-1.8229620909338984,-0.5309091363203509,-1.2920529546135475,,,,,,
351,0.5,False,38,9394,-1.8066431968287728,-0.5253118639167472,-1.2813313329120253,,,,-1.823013304081892,-0.5309102468047336,-1.292103057277158,,,,,,
352,0.5,False,38,9458,-1.8066644912664955,-0.5253122779824938,-1.2813522132840018,,,,-1.8230346732736828,-0.5309106951328372,-1.2921239781408458,,,,,,
353,0.5,False,38,9602,-1.8067121317118928,-0.5253132180038289,-1.281398913708064,,,,-1.8230824823268823,-0.5309117120779223,-1.29217077024896,,,,,,
354,0.5,False,38,9890,-1.806806163750296,-0.525315072530224,-1.2814910912200717,,,,-1.823176843627124,-0.530913717060761,-1.2922631265663629,,,,,,
355,0.5,False,38,10082,-1.806861085066245,-0.5253160823149619,-1.2815450027512831,,,,-1.823231957732619,-0.5309148152540237,-1.2923171424785953,,,,,,
356,0.5,False,38,10274,-1.806915433836356,-0.5253171045615705,-1.2815983292747857,,,,-1.823286497090374,-0.5309159247753203,-1.2923705723150536,,,,,,
357,0.5,False,38,10370,-1.806942046502353,-0.5253176090236895,-1.2816244374786638,,,,-1.8233132023458043,-0.5309164720090622,-1.2923967303367423,,,,,,
358,0.5,False,38,10514,-1.8069814089473388,-0.5253183476596572,-1.2816630612876816,,,,-1.8233527027110523,-0.5309172739322616,-1.2924354287787907,,,,,,
359,0.5,False,38,10754,-1.8070449224352565,-0.5253195001092189,-1.2817254223260377,,,,-1.823416439373124,-0.5309185284783265,-1.2924979108947972,,,,,,
360,0.5,False,38,10898,-1.8070826693583948,-0.5253201743476199,-1.2817624950107749,,,,-1.823454318106672,-0.5309192630183396,-1.292535055088332,,,,,,
361,0.5,False,38,10994,-1.8071065559239217,-0.525320602244728,-1.2817859536791936,,,,-1.8234782874075632,-0.530919729188943,-1.29255855821862,,,,,,
362,0.5,False,38,11150,-1.8071424330714907,-0.5253212370025058,-1.281821196068985,,,,-1.8235142893169187,-0.5309204215393838,-1.292593867777535,,,,,,
363,0.5,False,38,11390,-1.8071966290286967,-0.5253221886453573,-1.2818744403833402,,,,-1.8235686750991733,-0.5309214606872852,-1.2926472144118883,,,,,,
364,0.5,False,38,11486,-1.8072178540331505,-0.5253225532952697,-1.2818953007378808,,,,-1.823589974379065,-0.5309218593148256,-1.2926681150642392,,,,,,
365,0.5,False,38,11774,-1.8072790202724385,-0.5253235937502829,-1.2819554265221556,,,,-1.8236513539457944,-0.5309229981225884,-1.292728355823206,,,,,,
366,0.5,False,38,12062,-1.80733986112462,-0.5253246177977762,-1.2820152433268437,,,,-1.8237124069820507,-0.5309241197607463,-1.2927882872213046,,,,,,
367,0.5,False,38,12086,-1.807343991468889,-0.5253246807893274,-1.2820193106795612,,,,-1.823716551958692,-0.5309241894619792,-1.292792362496713,,,,,,
368,0.5,False,38,12374,-1.8073994855622408,-0.5253256034560921,-1.2820738821061488,,,,-1.8237722381426689,-0.5309252012554931,-1.2928470368871756,,,,,,
369,0.5,False,38,12470,-1.807417194737172,-0.5253258782422568,-1.2820913164949146,,,,-1.823790009974764,-0.5309255046481023,-1.2928645053266614,,,,,,
370,0.5,False,38,12710,-1.807461939849682,-0.5253265976687215,-1.2821353421809607,,,,-1.8238349118145951,-0.5309262960503761,-1.2929086157642191,,,,,,
371,0.5,False,38,12806,-1.8074791873906164,-0.5253268730330518,-1.2821523143575646,,,,-1.823852219151302,-0.5309265991524584,-1.2929256199988437,,,,,,
372,0.5,False,38,12902,-1.8074960906640287,-0.5253271525003885,-1.2821689381636403,,,,-1.8238691810421723,-0.5309269058847091,-1.2929422751574633,,,,,,
373,0.5,False,38,13238,-1.807554211458355,-0.5253280791656493,-1.2822261322927058,,,,-1.8239275028233048,-0.5309279257894444,-1.2929995770338605,,,,,,
374,0.5,False,38,13334,-1.807569569778138,-0.5253283191314314,-1.282241250646707,,,,-1.823942914504879,-0.5309281904074413,-1.2930147240974377,,,,,,
375,0.5,False,38,13526,-1.8076003395809992,-0.525328792334473,-1.282271547246526,,,,-1.823973791258021,-0.5309287130179593,-1.2930450782400618,,,,,,
376,0.5,False,38,13718,-1.8076310351592448,-0.5253292714250962,-1.2823017637341485,,,,-1.8240045933346525,-0.5309292413477016,-1.293075351986951,,,,,,
377,0.5,False,38,13862,-1.807653183578161,-0.5253296107541636,-1.2823235728239974,,,,-1.8240268183874493,-0.5309296162887699,-1.29309720209868,,,,,,
378,0.5,False,38,13958,-1.807667846651109,-0.5253298373203246,-1.2823380093307843,,,,-1.8240415318016043,-0.5309298663846195,-1.2931116654169847,,,,,,
379,0.5,False,38,14150,-1.8076961325253045,-0.5253302630764651,-1.2823658694488391,,,,-1.8240699154232656,-0.5309303376727686,-1.293139577750497,,,,,,
380,0.5,False,38,14246,-1.8077100895015847,-0.5253304764362352,-1.2823796130653502,,,,-1.8240839205956043,-0.5309305734544161,-1.2931533471411885,,,,,,
381,0.5,False,38,14306,-1.807717924711115,-0.5253305904672387,-1.2823873342438763,,,,-1.8240917830879648,-0.5309307001860978,-1.2931610829018672,,,,,,
382,0.5,False,38,14498,-1.8077420072211303,-0.5253309330727457,-1.2824110741483847,,,,-1.8241159492823456,-0.5309310817100886,-1.2931848675722568,,,,,,
383,0.5,False,38,14882,-1.807791979853577,-0.5253316515082804,-1.282460328345297,,,,-1.824166094806514,-0.5309318803772192,-1.2932342144292948,,,,,,
384,0.5,False,38,14994,-1.807806358654203,-0.5253318581004762,-1.2824745005537268,,,,-1.8241805231249484,-0.5309321099508527,-1.2932484131740958,,,,,,
385,0.5,False,38,15042,-1.807812131330237,-0.5253319373156735,-1.2824801940145638,,,,-1.8241863161372385,-0.5309321985360008,-1.2932541176012375,,,,,,
386,0.5,False,38,15378,-1.807853257094553,-0.5253325161919522,-1.2825207409026007,,,,-1.8242275846115483,-0.5309328435097286,-1.29329474110182,,,,,,
387,0.5,False,38,15618,-1.8078824785302376,-0.5253329278572973,-1.2825495506729403,,,,-1.8242569066007488,-0.5309333020653451,-1.2933236045354035,,,,,,
388,0.5,False,38,15762,-1.8078989315552687,-0.5253331600288957,-1.282565771526373,,,,-1.824273416251508,-0.5309335608175066,-1.2933398554340012,,,,,,
389,0.5,False,38,16050,-1.8079314425973083,-0.5253336048810539,-1.2825978377162546,,,,-1.8243060395210973,-0.5309340579743992,-1.2933719815466984,,,,,,
390,0.5,False,38,16242,-1.807953316933044,-0.5253339057693083,-1.282619411163736,,,,-1.8243279897791025,-0.5309343940778192,-1.2933935957012834,,,,,,
391,0.5,False,38,16434,-1.807974697049319,-0.5253342044490238,-1.282640492600295,,,,-1.8243494431556029,-0.5309347270568681,-1.2934147160987348,,,,,,
392,0.5,False,38,16578,-1.807989719004143,-0.5253344022760261,-1.282655316728117,,,,-1.8243645171541287,-0.5309349491057501,-1.2934295680483794,,,,,,
393,0.5,False,38,16770,-1.8080095046875664,-0.5253346684770492,-1.282674836210517,,,,-1.824384370724564,-0.5309352470325904,-1.2934491236919736,,,,,,
394,0.5,False,38,16818,-1.808014145578908,-0.5253347262699279,-1.2826794193089797,,,,-1.8243890279613213,-0.5309353123535435,-1.2934537156077777,,,,,,
395,0.5,False,38,17202,-1.8080514523270648,-0.5253352207743152,-1.2827162315527505,,,,-1.824426462833048,-0.5309358668954862,-1.2934905959375618,,,,,,
396,0.5,False,38,17418,-1.8080713426865085,-0.5253354745894763,-1.282735868097032,,,,-1.824446421334441,-0.5309361526248151,-1.2935102687096256,,,,,,
397,0.5,False,38,17466,-1.80807543839827,-0.5253355247176532,-1.2827399136806168,,,,-1.8244505311877568,-0.5309362093395856,-1.2935143218481708,,,,,,
398,0.5,False,38,17658,-1.808092986512044,-0.5253357491558706,-1.282757237356173,,,,-1.824468139658192,-0.5309364619527088,-1.2935316777054828,,,,,,
399,0.5,False,38,17850,-1.808110125032352,-0.5253359690394879,-1.2827741559928636,,,,-1.824485337253196,-0.5309367094402694,-1.293548627812927,,,,,,
400,0.5,False,38,18090,-1.8081315164984544,-0.5253362445965292,-1.282795271901925,,,,-1.8245068020053343,-0.5309370193532033,-1.2935697826521313,,,,,,
401,0.5,False,38,18186,-1.8081397310723584,-0.5253363467645594,-1.2828033843077988,,,,-1.8245150448647849,-0.5309371347485561,-1.2935779101162288,,,,,,
402,0.5,False,38,18342,-1.8081522588424632,-0.5253364975827151,-1.2828157612597482,,,,-1.82452761564216,-0.530937305717337,-1.2935903099248225,,,,,,
403,0.5,False,38,18630,-1.8081752518358185,-0.5253367799286037,-1.2828384719072148,,,,-1.8245506879132336,-0.530937625084685,-1.293613062828549,,,,,,
404,0.5,False,38,18870,-1.808194340036498,-0.5253370103123416,-1.2828573297241566,,,,-1.824569841872752,-0.5309378861372718,-1.2936319557354796,,,,,,
405,0.5,False,38,18918,-1.8081980713009167,-0.5253370559912924,-1.282861015309625,,,,-1.8245735859360075,-0.5309379378462983,-1.293635648089709,,,,,,
406,0.5,False,38,19254,-1.8082239444445043,-0.5253373719591565,-1.282886572485348,,,,-1.8245995479031896,-0.5309382955686592,-1.2936612523345303,,,,,,
407,0.5,False,38,19542,-1.8082462640944648,-0.5253376414815261,-1.2829086226129391,,,,-1.8246219441516909,-0.5309386009316024,-1.2936833432200885,,,,,,
408,0.5,False,38,19590,-1.8082497362379808,-0.525337681264232,-1.2829120549737492,,,,-1.824625428115397,-0.5309386462760853,-1.293686781839312,,,,,,
409,0.5,False,38,19686,-1.808256346591256,-0.5253377591606968,-1.2829185874305586,,,,-1.8246320609823568,-0.530938734782501,-1.2936933261998558,,,,,,
410,0.5,False,38,19878,-1.8082698613009025,-0.5253379171115236,-1.282931944189379,,,,-1.8246456220379823,-0.5309389145160196,-1.2937067075219628,,,,,,
411,0.5,False,54,66,-0.0483228910748647,-0.0107956592314161,-0.0375272318434485,-0.0484757893454666,-0.0108340519151608,-0.0376417374303057,-0.0483665948293386,-0.0108077823976243,-0.0375588124317142,-0.0484759034008588,-0.010834083215188,-0.0376418201856707,-0.0484555974733956,-0.010829210308277,-0.0376263871651185
412,0.5,False,54,114,-0.5996628330068055,-0.1855498893116965,-0.4141129436951089,-0.6027787926941865,-0.1864469437758146,-0.4163318489183719,-0.6018109117888566,-0.1862374846921846,-0.4155734270966719,-0.6027911446316803,-0.1864506375205545,-0.4163405071111257,-0.6022755088337468,-0.1863019833367567,-0.41597352549699
413,0.5,False,54,162,-1.3708997592161736,-0.4677035741271245,-0.903196185089049,-1.3798311831399952,-0.4703035013410295,-0.9095276817989656,-1.3787954089853312,-0.4704519090639992,-0.908343499921332,-1.379890565781008,-0.4703211553022625,-0.9095694104787456,-1.378387904500113,-0.469885812230719,-0.908502092269394
414,0.5,False,54,186,-1.5190598896779195,-0.5111706378509857,-1.0078892518269338,-1.530436316136648,-0.5146526619447591,-1.0157836541918888,-1.528156596897495,-0.5143170098109027,-1.0138395870865924,-1.5305136369452814,-0.514676762654101,-1.0158368742911803,-1.5286596280502396,-0.5141150214288156,-1.014544606621424
415,0.5,False,54,246,-1.7975068926434656,-0.5944451230685084,-1.2030617695749573,-1.8141768477945044,-0.5998735449394303,-1.214303302855074,-1.808854829374324,-0.5983579142592826,-1.210496915115041,-1.8142941932491023,-0.5999123464345169,-1.2143818468145855,-1.8117428540574363,-0.599092207048972,-1.2126506470084646
416,0.5,False,54,294,-1.899671122554116,-0.6126178981216962,-1.2870532244324198,-1.919415756515157,-0.6190742268210653,-1.3003415296940917,-1.9116687920516504,-0.6167261407967423,-1.2949426512549085,-1.9195522713677309,-0.6191194945464901,-1.3004327768212407,-1.9166555190019423,-0.6181832867231863,-1.298472232278756
417,0.5,False,54,342,-1.9892282892554385,-0.6310421926013192,-1.3581860966541193,-2.0114603099942574,-0.6383849033829969,-1.3730754066112605,-2.0017878217166665,-0.6353255892602696,-1.3664622324563969,-2.011612009247891,-0.6384356180299482,-1.3731763912179424,-2.0084493438891653,-0.6374026681237992,-1.371046675765366
